2025-08-19 02:55:17,654 - server - INFO - Connected to MongoDB successfully
2025-08-19 02:55:45,062 - server - INFO - Connected to MongoDB successfully
2025-08-19 02:56:38,986 - server - INFO - Connected to MongoDB successfully
2025-08-19 02:56:48,965 - server - INFO - Connected to MongoDB successfully
2025-08-19 02:57:04,039 - server - INFO - Connected to MongoDB successfully
2025-08-19 02:58:32,407 - server - INFO - Connected to MongoDB successfully
2025-08-19 03:00:12,691 - server - INFO - ========== WEBHOOK VERIFICATION START ==========
2025-08-19 03:00:12,692 - server - INFO - Received webhook verification request:
2025-08-19 03:00:12,692 - server - INFO -   - Mode: subscribe
2025-08-19 03:00:12,693 - server - INFO -   - Challenge: 1552828846
2025-08-19 03:00:12,694 - server - INFO -   - Verify Token: whatsapp_webhook_2025
2025-08-19 03:00:12,694 - server - INFO -   - Expected Token: demo_verify_token
2025-08-19 03:00:12,694 - server - INFO -   - Token Match: False
2025-08-19 03:00:12,695 - server - ERROR - Error loading .env file: 'utf-8' codec can't decode byte 0xff in position 0: invalid start byte
2025-08-19 03:00:12,696 - server - ERROR - Webhook verification FAILED
2025-08-19 03:00:12,696 - server - ERROR - Mode check: passed
2025-08-19 03:00:12,697 - server - ERROR - Token check: failed
2025-08-19 03:00:12,697 - server - INFO - ========== WEBHOOK VERIFICATION END ==========
2025-08-19 03:01:09,957 - server - ERROR - Error loading environment variables: 'utf-8' codec can't decode byte 0xff in position 0: invalid start byte
2025-08-19 03:01:09,998 - server - INFO - Connected to MongoDB successfully
2025-08-19 03:01:25,930 - server - ERROR - Error loading environment variables: 'utf-8' codec can't decode byte 0xff in position 0: invalid start byte
2025-08-19 03:01:25,949 - server - INFO - Connected to MongoDB successfully
2025-08-19 03:02:04,332 - server - ERROR - Error loading environment variables: 'utf-8' codec can't decode byte 0xff in position 0: invalid start byte
2025-08-19 03:02:04,372 - server - INFO - Connected to MongoDB successfully
2025-08-19 03:05:19,181 - server - ERROR - Error loading environment variables: 'utf-8' codec can't decode byte 0xff in position 0: invalid start byte
2025-08-19 03:05:19,224 - server - INFO - Connected to MongoDB successfully
2025-08-19 03:06:18,483 - server - ERROR - Error loading environment variables: 'utf-8' codec can't decode byte 0xff in position 0: invalid start byte
2025-08-19 03:06:18,501 - server - INFO - Connected to MongoDB successfully
2025-08-19 03:06:58,640 - server - INFO - Loaded environment variables. Webhook token: whatsapp_webhook_2025
2025-08-19 03:06:58,689 - server - INFO - Connected to MongoDB successfully
2025-08-19 03:07:44,648 - server - INFO - Loaded environment variables. Webhook token: whatsapp_webhook_2025
2025-08-19 03:07:44,704 - server - INFO - Connected to MongoDB successfully
2025-08-19 03:09:55,955 - server - INFO - Loaded environment variables. Webhook token: whatsapp_webhook_2025
2025-08-19 03:09:56,004 - server - INFO - Connected to MongoDB successfully
2025-08-19 03:09:56,005 - server - INFO - No Google Sheets credentials provided; skipping Sheets initialization
2025-08-19 03:10:04,852 - server - INFO - Loaded environment variables. Webhook token: whatsapp_webhook_2025
2025-08-19 03:10:04,882 - server - INFO - Connected to MongoDB successfully
2025-08-19 03:10:04,882 - server - INFO - No Google Sheets credentials provided; skipping Sheets initialization
2025-08-19 03:10:32,842 - server - INFO - Loaded environment variables. Webhook token: whatsapp_webhook_2025
2025-08-19 03:10:32,859 - server - INFO - Connected to MongoDB successfully
2025-08-19 03:10:32,859 - server - INFO - No Google Sheets credentials provided; skipping Sheets initialization
